,ID,Sexo,Facultad a la que aplicó,Fue admitido
989,6f639c96-fbfc-11eb-9a96-8c8590480788,H,B,S
990,6f639cc8-fbfc-11eb-9a96-8c8590480788,H,B,S
991,6f639d04-fbfc-11eb-9a96-8c8590480788,H,B,S
992,6f639d22-fbfc-11eb-9a96-8c8590480788,H,B,S
993,6f639d40-fbfc-11eb-9a96-8c8590480788,H,B,S
994,6f639d5e-fbfc-11eb-9a96-8c8590480788,H,B,S
995,6f639d7c-fbfc-11eb-9a96-8c8590480788,H,B,S
996,6f639d90-fbfc-11eb-9a96-8c8590480788,H,B,S
997,6f639dae-fbfc-11eb-9a96-8c8590480788,H,B,S
998,6f639dcc-fbfc-11eb-9a96-8c8590480788,H,B,S
999,6f639dea-fbfc-11eb-9a96-8c8590480788,H,B,S
1000,6f639e08-fbfc-11eb-9a96-8c8590480788,H,B,S
1001,6f639e26-fbfc-11eb-9a96-8c8590480788,H,B,S
1002,6f639e44-fbfc-11eb-9a96-8c8590480788,H,B,S
1003,6f639e62-fbfc-11eb-9a96-8c8590480788,H,B,S
1004,6f639e80-fbfc-11eb-9a96-8c8590480788,H,B,S
1005,6f639e9e-fbfc-11eb-9a96-8c8590480788,H,B,S
1006,6f639ebc-fbfc-11eb-9a96-8c8590480788,H,B,S
1007,6f639eda-fbfc-11eb-9a96-8c8590480788,H,B,S
1008,6f639eee-fbfc-11eb-9a96-8c8590480788,H,B,S
1009,6f639f0c-fbfc-11eb-9a96-8c8590480788,H,B,S
1010,6f639f2a-fbfc-11eb-9a96-8c8590480788,H,B,S
1011,6f639f48-fbfc-11eb-9a96-8c8590480788,H,B,S
1012,6f639f66-fbfc-11eb-9a96-8c8590480788,H,B,S
1013,6f639f84-fbfc-11eb-9a96-8c8590480788,H,B,S
1014,6f639fa2-fbfc-11eb-9a96-8c8590480788,H,B,S
1015,6f639fc0-fbfc-11eb-9a96-8c8590480788,H,B,S
1016,6f639fde-fbfc-11eb-9a96-8c8590480788,H,B,S
1017,6f639ffc-fbfc-11eb-9a96-8c8590480788,H,B,S
1018,6f63a01a-fbfc-11eb-9a96-8c8590480788,H,B,S
1019,6f63a038-fbfc-11eb-9a96-8c8590480788,H,B,S
1020,6f63a04c-fbfc-11eb-9a96-8c8590480788,H,B,S
1021,6f63a06a-fbfc-11eb-9a96-8c8590480788,H,B,S
1022,6f63a088-fbfc-11eb-9a96-8c8590480788,H,B,S
1023,6f63a0a6-fbfc-11eb-9a96-8c8590480788,H,B,S
1024,6f63a0c4-fbfc-11eb-9a96-8c8590480788,H,B,S
1025,6f63a0e2-fbfc-11eb-9a96-8c8590480788,H,B,S
1026,6f63a100-fbfc-11eb-9a96-8c8590480788,H,B,S
1027,6f63a11e-fbfc-11eb-9a96-8c8590480788,H,B,S
1028,6f63a13c-fbfc-11eb-9a96-8c8590480788,H,B,S
1029,6f63a15a-fbfc-11eb-9a96-8c8590480788,H,B,S
1030,6f63a178-fbfc-11eb-9a96-8c8590480788,H,B,S
1031,6f63a196-fbfc-11eb-9a96-8c8590480788,H,B,S
1032,6f63a1b4-fbfc-11eb-9a96-8c8590480788,H,B,S
1033,6f63a1d2-fbfc-11eb-9a96-8c8590480788,H,B,S
1034,6f63a1f0-fbfc-11eb-9a96-8c8590480788,H,B,S
1035,6f63a204-fbfc-11eb-9a96-8c8590480788,H,B,S
1036,6f63a222-fbfc-11eb-9a96-8c8590480788,H,B,S
1037,6f63a240-fbfc-11eb-9a96-8c8590480788,H,B,S
1038,6f63a25e-fbfc-11eb-9a96-8c8590480788,H,B,S
1039,6f63a27c-fbfc-11eb-9a96-8c8590480788,H,B,S
1040,6f63a29a-fbfc-11eb-9a96-8c8590480788,H,B,S
1041,6f63a2b8-fbfc-11eb-9a96-8c8590480788,H,B,S
1042,6f63a2d6-fbfc-11eb-9a96-8c8590480788,H,B,S
1043,6f63a2ea-fbfc-11eb-9a96-8c8590480788,H,B,S
1044,6f63a308-fbfc-11eb-9a96-8c8590480788,H,B,S
1045,6f63a326-fbfc-11eb-9a96-8c8590480788,H,B,S
1046,6f63a344-fbfc-11eb-9a96-8c8590480788,H,B,S
1047,6f63a362-fbfc-11eb-9a96-8c8590480788,H,B,S
1048,6f63a380-fbfc-11eb-9a96-8c8590480788,H,B,S
1049,6f63a39e-fbfc-11eb-9a96-8c8590480788,H,B,S
1050,6f63a3bc-fbfc-11eb-9a96-8c8590480788,H,B,S
1051,6f63a3da-fbfc-11eb-9a96-8c8590480788,H,B,S
1052,6f63a3ee-fbfc-11eb-9a96-8c8590480788,H,B,S
1053,6f63a40c-fbfc-11eb-9a96-8c8590480788,H,B,S
1054,6f63a42a-fbfc-11eb-9a96-8c8590480788,H,B,S
1055,6f63a448-fbfc-11eb-9a96-8c8590480788,H,B,S
1056,6f63a466-fbfc-11eb-9a96-8c8590480788,H,B,S
1057,6f63a484-fbfc-11eb-9a96-8c8590480788,H,B,S
1058,6f63a4a2-fbfc-11eb-9a96-8c8590480788,H,B,S
1059,6f63a4b6-fbfc-11eb-9a96-8c8590480788,H,B,S
1060,6f63a4d4-fbfc-11eb-9a96-8c8590480788,H,B,S
1061,6f63a4f2-fbfc-11eb-9a96-8c8590480788,H,B,S
1062,6f63a510-fbfc-11eb-9a96-8c8590480788,H,B,S
1063,6f63a52e-fbfc-11eb-9a96-8c8590480788,H,B,S
1064,6f63a54c-fbfc-11eb-9a96-8c8590480788,H,B,S
1065,6f63a56a-fbfc-11eb-9a96-8c8590480788,H,B,S
1066,6f63a588-fbfc-11eb-9a96-8c8590480788,H,B,S
1067,6f63a59c-fbfc-11eb-9a96-8c8590480788,H,B,S
1068,6f63a5ba-fbfc-11eb-9a96-8c8590480788,H,B,S
1069,6f63a5d8-fbfc-11eb-9a96-8c8590480788,H,B,S
1070,6f63a5f6-fbfc-11eb-9a96-8c8590480788,H,B,S
1071,6f63a614-fbfc-11eb-9a96-8c8590480788,H,B,S
1072,6f63a632-fbfc-11eb-9a96-8c8590480788,H,B,S
1073,6f63a650-fbfc-11eb-9a96-8c8590480788,H,B,S
1074,6f63a66e-fbfc-11eb-9a96-8c8590480788,H,B,S
1075,6f63a682-fbfc-11eb-9a96-8c8590480788,H,B,S
1076,6f63a6a0-fbfc-11eb-9a96-8c8590480788,H,B,S
1077,6f63a6be-fbfc-11eb-9a96-8c8590480788,H,B,S
1078,6f63a6dc-fbfc-11eb-9a96-8c8590480788,H,B,S
1079,6f63a6fa-fbfc-11eb-9a96-8c8590480788,H,B,S
1080,6f63a718-fbfc-11eb-9a96-8c8590480788,H,B,S
1081,6f63a736-fbfc-11eb-9a96-8c8590480788,H,B,S
1082,6f63a74a-fbfc-11eb-9a96-8c8590480788,H,B,S
1083,6f63a768-fbfc-11eb-9a96-8c8590480788,H,B,S
1084,6f63a786-fbfc-11eb-9a96-8c8590480788,H,B,S
1085,6f63a7a4-fbfc-11eb-9a96-8c8590480788,H,B,S
1086,6f63a7c2-fbfc-11eb-9a96-8c8590480788,H,B,S
1087,6f63a92a-fbfc-11eb-9a96-8c8590480788,H,B,S
1088,6f63a952-fbfc-11eb-9a96-8c8590480788,H,B,S
1089,6f63a970-fbfc-11eb-9a96-8c8590480788,H,B,S
1090,6f63a98e-fbfc-11eb-9a96-8c8590480788,H,B,S
1091,6f63a9ac-fbfc-11eb-9a96-8c8590480788,H,B,S
1092,6f63a9ca-fbfc-11eb-9a96-8c8590480788,H,B,S
1093,6f63a9e8-fbfc-11eb-9a96-8c8590480788,H,B,S
1094,6f63aa06-fbfc-11eb-9a96-8c8590480788,H,B,S
1095,6f63aa1a-fbfc-11eb-9a96-8c8590480788,H,B,S
1096,6f63aa38-fbfc-11eb-9a96-8c8590480788,H,B,S
1097,6f63aa56-fbfc-11eb-9a96-8c8590480788,H,B,S
1098,6f63aa74-fbfc-11eb-9a96-8c8590480788,H,B,S
1099,6f63aa92-fbfc-11eb-9a96-8c8590480788,H,B,S
1100,6f63aab0-fbfc-11eb-9a96-8c8590480788,H,B,S
1101,6f63aace-fbfc-11eb-9a96-8c8590480788,H,B,S
1102,6f63aaec-fbfc-11eb-9a96-8c8590480788,H,B,S
1103,6f63ab00-fbfc-11eb-9a96-8c8590480788,H,B,S
1104,6f63ab1e-fbfc-11eb-9a96-8c8590480788,H,B,S
1105,6f63ab3c-fbfc-11eb-9a96-8c8590480788,H,B,S
1106,6f63ab5a-fbfc-11eb-9a96-8c8590480788,H,B,S
1107,6f63ab78-fbfc-11eb-9a96-8c8590480788,H,B,S
1108,6f63ab96-fbfc-11eb-9a96-8c8590480788,H,B,S
1109,6f63abb4-fbfc-11eb-9a96-8c8590480788,H,B,S
1110,6f63abd2-fbfc-11eb-9a96-8c8590480788,H,B,S
1111,6f63abf0-fbfc-11eb-9a96-8c8590480788,H,B,S
1112,6f63ac04-fbfc-11eb-9a96-8c8590480788,H,B,S
1113,6f63ac2c-fbfc-11eb-9a96-8c8590480788,H,B,S
1114,6f63ac5e-fbfc-11eb-9a96-8c8590480788,H,B,S
1115,6f63ac9a-fbfc-11eb-9a96-8c8590480788,H,B,S
1116,6f63ad6c-fbfc-11eb-9a96-8c8590480788,H,B,S
1117,6f63ada8-fbfc-11eb-9a96-8c8590480788,H,B,S
1118,6f63add0-fbfc-11eb-9a96-8c8590480788,H,B,S
1119,6f63ae02-fbfc-11eb-9a96-8c8590480788,H,B,S
1120,6f63ae2a-fbfc-11eb-9a96-8c8590480788,H,B,S
1121,6f63ae5c-fbfc-11eb-9a96-8c8590480788,H,B,S
1122,6f63ae8e-fbfc-11eb-9a96-8c8590480788,H,B,S
1123,6f63af42-fbfc-11eb-9a96-8c8590480788,H,B,S
1124,6f63af74-fbfc-11eb-9a96-8c8590480788,H,B,S
1125,6f63afa6-fbfc-11eb-9a96-8c8590480788,H,B,S
1126,6f63afd8-fbfc-11eb-9a96-8c8590480788,H,B,S
1127,6f63b000-fbfc-11eb-9a96-8c8590480788,H,B,S
1128,6f63b032-fbfc-11eb-9a96-8c8590480788,H,B,S
1129,6f63b05a-fbfc-11eb-9a96-8c8590480788,H,B,S
1130,6f63b096-fbfc-11eb-9a96-8c8590480788,H,B,S
1131,6f63b0b4-fbfc-11eb-9a96-8c8590480788,H,B,S
1132,6f63b0d2-fbfc-11eb-9a96-8c8590480788,H,B,S
1133,6f63b0f0-fbfc-11eb-9a96-8c8590480788,H,B,S
1134,6f63b10e-fbfc-11eb-9a96-8c8590480788,H,B,S
1135,6f63b12c-fbfc-11eb-9a96-8c8590480788,H,B,S
1136,6f63b140-fbfc-11eb-9a96-8c8590480788,H,B,S
1137,6f63b15e-fbfc-11eb-9a96-8c8590480788,H,B,S
1138,6f63b17c-fbfc-11eb-9a96-8c8590480788,H,B,S
1139,6f63b19a-fbfc-11eb-9a96-8c8590480788,H,B,S
1140,6f63b1b8-fbfc-11eb-9a96-8c8590480788,H,B,S
1141,6f63b1d6-fbfc-11eb-9a96-8c8590480788,H,B,S
1142,6f63b1f4-fbfc-11eb-9a96-8c8590480788,H,B,S
1143,6f63b212-fbfc-11eb-9a96-8c8590480788,H,B,S
1144,6f63b230-fbfc-11eb-9a96-8c8590480788,H,B,S
1145,6f63b24e-fbfc-11eb-9a96-8c8590480788,H,B,S
1146,6f63b26c-fbfc-11eb-9a96-8c8590480788,H,B,S
1147,6f63b280-fbfc-11eb-9a96-8c8590480788,H,B,S
1148,6f63b29e-fbfc-11eb-9a96-8c8590480788,H,B,S
1149,6f63b2bc-fbfc-11eb-9a96-8c8590480788,H,B,S
1150,6f63b2da-fbfc-11eb-9a96-8c8590480788,H,B,S
1151,6f63b2f8-fbfc-11eb-9a96-8c8590480788,H,B,S
1152,6f63b316-fbfc-11eb-9a96-8c8590480788,H,B,S
1153,6f63b334-fbfc-11eb-9a96-8c8590480788,H,B,S
1154,6f63b352-fbfc-11eb-9a96-8c8590480788,H,B,S
1155,6f63b370-fbfc-11eb-9a96-8c8590480788,H,B,S
1156,6f63b38e-fbfc-11eb-9a96-8c8590480788,H,B,S
1157,6f63b3ac-fbfc-11eb-9a96-8c8590480788,H,B,S
1158,6f63b3ca-fbfc-11eb-9a96-8c8590480788,H,B,S
1159,6f63b3de-fbfc-11eb-9a96-8c8590480788,H,B,S
1160,6f63b3fc-fbfc-11eb-9a96-8c8590480788,H,B,S
1161,6f63b41a-fbfc-11eb-9a96-8c8590480788,H,B,S
1162,6f63b438-fbfc-11eb-9a96-8c8590480788,H,B,S
1163,6f63b456-fbfc-11eb-9a96-8c8590480788,H,B,S
1164,6f63b474-fbfc-11eb-9a96-8c8590480788,H,B,S
1165,6f63b492-fbfc-11eb-9a96-8c8590480788,H,B,S
1166,6f63b4b0-fbfc-11eb-9a96-8c8590480788,H,B,S
1167,6f63b4ce-fbfc-11eb-9a96-8c8590480788,H,B,S
1168,6f63b4e2-fbfc-11eb-9a96-8c8590480788,H,B,S
1169,6f63b500-fbfc-11eb-9a96-8c8590480788,H,B,S
1170,6f63b51e-fbfc-11eb-9a96-8c8590480788,H,B,S
1171,6f63b53c-fbfc-11eb-9a96-8c8590480788,H,B,S
1172,6f63b55a-fbfc-11eb-9a96-8c8590480788,H,B,S
1173,6f63b578-fbfc-11eb-9a96-8c8590480788,H,B,S
1174,6f63b596-fbfc-11eb-9a96-8c8590480788,H,B,S
1175,6f63b5b4-fbfc-11eb-9a96-8c8590480788,H,B,S
1176,6f63b5d2-fbfc-11eb-9a96-8c8590480788,H,B,S
1177,6f63b5f0-fbfc-11eb-9a96-8c8590480788,H,B,S
1178,6f63b604-fbfc-11eb-9a96-8c8590480788,H,B,S
1179,6f63b622-fbfc-11eb-9a96-8c8590480788,H,B,S
1180,6f63b640-fbfc-11eb-9a96-8c8590480788,H,B,S
1181,6f63b65e-fbfc-11eb-9a96-8c8590480788,H,B,S
1182,6f63b67c-fbfc-11eb-9a96-8c8590480788,H,B,S
1183,6f63b69a-fbfc-11eb-9a96-8c8590480788,H,B,S
1184,6f63b6b8-fbfc-11eb-9a96-8c8590480788,H,B,S
1185,6f63b6d6-fbfc-11eb-9a96-8c8590480788,H,B,S
1186,6f63b6ea-fbfc-11eb-9a96-8c8590480788,H,B,S
1187,6f63b708-fbfc-11eb-9a96-8c8590480788,H,B,S
1188,6f63b726-fbfc-11eb-9a96-8c8590480788,H,B,S
1189,6f63b744-fbfc-11eb-9a96-8c8590480788,H,B,S
1190,6f63b762-fbfc-11eb-9a96-8c8590480788,H,B,S
1191,6f63b780-fbfc-11eb-9a96-8c8590480788,H,B,S
1192,6f63b79e-fbfc-11eb-9a96-8c8590480788,H,B,S
1193,6f63b7bc-fbfc-11eb-9a96-8c8590480788,H,B,S
1194,6f63b7da-fbfc-11eb-9a96-8c8590480788,H,B,S
1195,6f63b7f8-fbfc-11eb-9a96-8c8590480788,H,B,S
1196,6f63b816-fbfc-11eb-9a96-8c8590480788,H,B,S
1197,6f63b834-fbfc-11eb-9a96-8c8590480788,H,B,S
1198,6f63b852-fbfc-11eb-9a96-8c8590480788,H,B,S
1199,6f63b870-fbfc-11eb-9a96-8c8590480788,H,B,S
1200,6f63b88e-fbfc-11eb-9a96-8c8590480788,H,B,S
1201,6f63b8ac-fbfc-11eb-9a96-8c8590480788,H,B,S
1202,6f63b8ca-fbfc-11eb-9a96-8c8590480788,H,B,S
1203,6f63b8e8-fbfc-11eb-9a96-8c8590480788,H,B,S
1204,6f63b906-fbfc-11eb-9a96-8c8590480788,H,B,S
1205,6f63b924-fbfc-11eb-9a96-8c8590480788,H,B,S
1206,6f63b942-fbfc-11eb-9a96-8c8590480788,H,B,S
1207,6f63b960-fbfc-11eb-9a96-8c8590480788,H,B,S
1208,6f63b97e-fbfc-11eb-9a96-8c8590480788,H,B,S
1209,6f63b99c-fbfc-11eb-9a96-8c8590480788,H,B,S
1210,6f63b9ba-fbfc-11eb-9a96-8c8590480788,H,B,S
1211,6f63b9d8-fbfc-11eb-9a96-8c8590480788,H,B,S
1212,6f63b9f6-fbfc-11eb-9a96-8c8590480788,H,B,S
1213,6f63ba14-fbfc-11eb-9a96-8c8590480788,H,B,S
1214,6f63ba28-fbfc-11eb-9a96-8c8590480788,H,B,S
1215,6f63ba50-fbfc-11eb-9a96-8c8590480788,H,B,S
1216,6f63ba64-fbfc-11eb-9a96-8c8590480788,H,B,S
1217,6f63ba8c-fbfc-11eb-9a96-8c8590480788,H,B,S
1218,6f63baa0-fbfc-11eb-9a96-8c8590480788,H,B,S
1219,6f63babe-fbfc-11eb-9a96-8c8590480788,H,B,S
1220,6f63badc-fbfc-11eb-9a96-8c8590480788,H,B,S
1221,6f63bafa-fbfc-11eb-9a96-8c8590480788,H,B,S
1222,6f63bb18-fbfc-11eb-9a96-8c8590480788,H,B,S
1223,6f63bb36-fbfc-11eb-9a96-8c8590480788,H,B,S
1224,6f63bb54-fbfc-11eb-9a96-8c8590480788,H,B,S
1225,6f63bb72-fbfc-11eb-9a96-8c8590480788,H,B,S
1226,6f63bb90-fbfc-11eb-9a96-8c8590480788,H,B,S
1227,6f63bbae-fbfc-11eb-9a96-8c8590480788,H,B,S
1228,6f63bbcc-fbfc-11eb-9a96-8c8590480788,H,B,S
1229,6f63bbea-fbfc-11eb-9a96-8c8590480788,H,B,S
1230,6f63bc08-fbfc-11eb-9a96-8c8590480788,H,B,S
1231,6f63bc26-fbfc-11eb-9a96-8c8590480788,H,B,S
1232,6f63bc44-fbfc-11eb-9a96-8c8590480788,H,B,S
1233,6f63bc62-fbfc-11eb-9a96-8c8590480788,H,B,S
1234,6f63bc80-fbfc-11eb-9a96-8c8590480788,H,B,S
1235,6f63bc9e-fbfc-11eb-9a96-8c8590480788,H,B,S
1236,6f63bcbc-fbfc-11eb-9a96-8c8590480788,H,B,S
1237,6f63bcda-fbfc-11eb-9a96-8c8590480788,H,B,S
1238,6f63bcf8-fbfc-11eb-9a96-8c8590480788,H,B,S
1239,6f63bd16-fbfc-11eb-9a96-8c8590480788,H,B,S
1240,6f63bd34-fbfc-11eb-9a96-8c8590480788,H,B,S
1241,6f63bd52-fbfc-11eb-9a96-8c8590480788,H,B,S
1242,6f63bd70-fbfc-11eb-9a96-8c8590480788,H,B,S
1243,6f63bd8e-fbfc-11eb-9a96-8c8590480788,H,B,S
1244,6f63bdac-fbfc-11eb-9a96-8c8590480788,H,B,S
1245,6f63bdca-fbfc-11eb-9a96-8c8590480788,H,B,S
1246,6f63be06-fbfc-11eb-9a96-8c8590480788,H,B,N
1247,6f63be24-fbfc-11eb-9a96-8c8590480788,H,B,N
1248,6f63be42-fbfc-11eb-9a96-8c8590480788,H,B,N
1249,6f63be60-fbfc-11eb-9a96-8c8590480788,H,B,N
1250,6f63be7e-fbfc-11eb-9a96-8c8590480788,H,B,N
1251,6f63bea6-fbfc-11eb-9a96-8c8590480788,H,B,N
1252,6f63bec4-fbfc-11eb-9a96-8c8590480788,H,B,N
1253,6f63bee2-fbfc-11eb-9a96-8c8590480788,H,B,N
1254,6f63bf00-fbfc-11eb-9a96-8c8590480788,H,B,N
1255,6f63bf1e-fbfc-11eb-9a96-8c8590480788,H,B,N
1256,6f63bf3c-fbfc-11eb-9a96-8c8590480788,H,B,N
1257,6f63bf5a-fbfc-11eb-9a96-8c8590480788,H,B,N
1258,6f63bf78-fbfc-11eb-9a96-8c8590480788,H,B,N
1259,6f63bf96-fbfc-11eb-9a96-8c8590480788,H,B,N
1260,6f63bfb4-fbfc-11eb-9a96-8c8590480788,H,B,N
1261,6f63bfd2-fbfc-11eb-9a96-8c8590480788,H,B,N
1262,6f63bffa-fbfc-11eb-9a96-8c8590480788,H,B,N
1263,6f63c018-fbfc-11eb-9a96-8c8590480788,H,B,N
1264,6f63c02c-fbfc-11eb-9a96-8c8590480788,H,B,N
1265,6f63c04a-fbfc-11eb-9a96-8c8590480788,H,B,N
1266,6f63c072-fbfc-11eb-9a96-8c8590480788,H,B,N
1267,6f63c090-fbfc-11eb-9a96-8c8590480788,H,B,N
1268,6f63c0b8-fbfc-11eb-9a96-8c8590480788,H,B,N
1269,6f63c0d6-fbfc-11eb-9a96-8c8590480788,H,B,N
1270,6f63c0f4-fbfc-11eb-9a96-8c8590480788,H,B,N
1271,6f63c112-fbfc-11eb-9a96-8c8590480788,H,B,N
1272,6f63c13a-fbfc-11eb-9a96-8c8590480788,H,B,N
1273,6f63c158-fbfc-11eb-9a96-8c8590480788,H,B,N
1274,6f63c176-fbfc-11eb-9a96-8c8590480788,H,B,N
1275,6f63c194-fbfc-11eb-9a96-8c8590480788,H,B,N
1276,6f63c1b2-fbfc-11eb-9a96-8c8590480788,H,B,N
1277,6f63c1d0-fbfc-11eb-9a96-8c8590480788,H,B,N
1278,6f63c1ee-fbfc-11eb-9a96-8c8590480788,H,B,N
1279,6f63c20c-fbfc-11eb-9a96-8c8590480788,H,B,N
1280,6f63c22a-fbfc-11eb-9a96-8c8590480788,H,B,N
1281,6f63c248-fbfc-11eb-9a96-8c8590480788,H,B,N
1282,6f63c266-fbfc-11eb-9a96-8c8590480788,H,B,N
1283,6f63c284-fbfc-11eb-9a96-8c8590480788,H,B,N
1284,6f63c2ac-fbfc-11eb-9a96-8c8590480788,H,B,N
1285,6f63c2ca-fbfc-11eb-9a96-8c8590480788,H,B,N
1286,6f63c2de-fbfc-11eb-9a96-8c8590480788,H,B,N
1287,6f63c2fc-fbfc-11eb-9a96-8c8590480788,H,B,N
1288,6f63c324-fbfc-11eb-9a96-8c8590480788,H,B,N
1289,6f63c342-fbfc-11eb-9a96-8c8590480788,H,B,N
1290,6f63c360-fbfc-11eb-9a96-8c8590480788,H,B,N
1291,6f63c37e-fbfc-11eb-9a96-8c8590480788,H,B,N
1292,6f63c39c-fbfc-11eb-9a96-8c8590480788,H,B,N
1293,6f63c3ba-fbfc-11eb-9a96-8c8590480788,H,B,N
1294,6f63c3d8-fbfc-11eb-9a96-8c8590480788,H,B,N
1295,6f63c3f6-fbfc-11eb-9a96-8c8590480788,H,B,N
1296,6f63c414-fbfc-11eb-9a96-8c8590480788,H,B,N
1297,6f63c432-fbfc-11eb-9a96-8c8590480788,H,B,N
1298,6f63c450-fbfc-11eb-9a96-8c8590480788,H,B,N
1299,6f63c46e-fbfc-11eb-9a96-8c8590480788,H,B,N
1300,6f63c48c-fbfc-11eb-9a96-8c8590480788,H,B,N
1301,6f63c4aa-fbfc-11eb-9a96-8c8590480788,H,B,N
1302,6f63c4c8-fbfc-11eb-9a96-8c8590480788,H,B,N
1303,6f63c4e6-fbfc-11eb-9a96-8c8590480788,H,B,N
1304,6f63c504-fbfc-11eb-9a96-8c8590480788,H,B,N
1305,6f63c522-fbfc-11eb-9a96-8c8590480788,H,B,N
1306,6f63c540-fbfc-11eb-9a96-8c8590480788,H,B,N
1307,6f63c55e-fbfc-11eb-9a96-8c8590480788,H,B,N
1308,6f63c586-fbfc-11eb-9a96-8c8590480788,H,B,N
1309,6f63c5a4-fbfc-11eb-9a96-8c8590480788,H,B,N
1310,6f63c5c2-fbfc-11eb-9a96-8c8590480788,H,B,N
1311,6f63c5e0-fbfc-11eb-9a96-8c8590480788,H,B,N
1312,6f63c5fe-fbfc-11eb-9a96-8c8590480788,H,B,N
1313,6f63c61c-fbfc-11eb-9a96-8c8590480788,H,B,N
1314,6f63c63a-fbfc-11eb-9a96-8c8590480788,H,B,N
1315,6f63c658-fbfc-11eb-9a96-8c8590480788,H,B,N
1316,6f63c680-fbfc-11eb-9a96-8c8590480788,H,B,N
1317,6f63c694-fbfc-11eb-9a96-8c8590480788,H,B,N
1318,6f63c6b2-fbfc-11eb-9a96-8c8590480788,H,B,N
1319,6f63c6d0-fbfc-11eb-9a96-8c8590480788,H,B,N
1320,6f63c6f8-fbfc-11eb-9a96-8c8590480788,H,B,N
1321,6f63c716-fbfc-11eb-9a96-8c8590480788,H,B,N
1322,6f63c734-fbfc-11eb-9a96-8c8590480788,H,B,N
1323,6f63c75c-fbfc-11eb-9a96-8c8590480788,H,B,N
1324,6f63c77a-fbfc-11eb-9a96-8c8590480788,H,B,N
1325,6f63c798-fbfc-11eb-9a96-8c8590480788,H,B,N
1326,6f63c7b6-fbfc-11eb-9a96-8c8590480788,H,B,N
1327,6f63c7d4-fbfc-11eb-9a96-8c8590480788,H,B,N
1328,6f63c7f2-fbfc-11eb-9a96-8c8590480788,H,B,N
1329,6f63c810-fbfc-11eb-9a96-8c8590480788,H,B,N
1330,6f63c82e-fbfc-11eb-9a96-8c8590480788,H,B,N
1331,6f63c84c-fbfc-11eb-9a96-8c8590480788,H,B,N
1332,6f63c86a-fbfc-11eb-9a96-8c8590480788,H,B,N
1333,6f63c888-fbfc-11eb-9a96-8c8590480788,H,B,N
1334,6f63c89c-fbfc-11eb-9a96-8c8590480788,H,B,N
1335,6f63c8ba-fbfc-11eb-9a96-8c8590480788,H,B,N
1336,6f63c8d8-fbfc-11eb-9a96-8c8590480788,H,B,N
1337,6f63c8f6-fbfc-11eb-9a96-8c8590480788,H,B,N
1338,6f63c914-fbfc-11eb-9a96-8c8590480788,H,B,N
1339,6f63c932-fbfc-11eb-9a96-8c8590480788,H,B,N
1340,6f63c950-fbfc-11eb-9a96-8c8590480788,H,B,N
1341,6f63c96e-fbfc-11eb-9a96-8c8590480788,H,B,N
1342,6f63c98c-fbfc-11eb-9a96-8c8590480788,H,B,N
1343,6f63c9aa-fbfc-11eb-9a96-8c8590480788,H,B,N
1344,6f63c9c8-fbfc-11eb-9a96-8c8590480788,H,B,N
1345,6f63c9e6-fbfc-11eb-9a96-8c8590480788,H,B,N
1346,6f63ca04-fbfc-11eb-9a96-8c8590480788,H,B,N
1347,6f63ca22-fbfc-11eb-9a96-8c8590480788,H,B,N
1348,6f63ca4a-fbfc-11eb-9a96-8c8590480788,H,B,N
1349,6f63ca5e-fbfc-11eb-9a96-8c8590480788,H,B,N
1350,6f63ca7c-fbfc-11eb-9a96-8c8590480788,H,B,N
1351,6f63caa4-fbfc-11eb-9a96-8c8590480788,H,B,N
1352,6f63cac2-fbfc-11eb-9a96-8c8590480788,H,B,N
1353,6f63cae0-fbfc-11eb-9a96-8c8590480788,H,B,N
1354,6f63cafe-fbfc-11eb-9a96-8c8590480788,H,B,N
1355,6f63cb1c-fbfc-11eb-9a96-8c8590480788,H,B,N
1356,6f63cb3a-fbfc-11eb-9a96-8c8590480788,H,B,N
1357,6f63cb58-fbfc-11eb-9a96-8c8590480788,H,B,N
1358,6f63cb76-fbfc-11eb-9a96-8c8590480788,H,B,N
1359,6f63cb94-fbfc-11eb-9a96-8c8590480788,H,B,N
1360,6f63cbb2-fbfc-11eb-9a96-8c8590480788,H,B,N
1361,6f63cbd0-fbfc-11eb-9a96-8c8590480788,H,B,N
1362,6f63cbee-fbfc-11eb-9a96-8c8590480788,H,B,N
1363,6f63cc0c-fbfc-11eb-9a96-8c8590480788,H,B,N
1364,6f63cc2a-fbfc-11eb-9a96-8c8590480788,H,B,N
1365,6f63cc48-fbfc-11eb-9a96-8c8590480788,H,B,N
1366,6f63cc66-fbfc-11eb-9a96-8c8590480788,H,B,N
1367,6f63cc8e-fbfc-11eb-9a96-8c8590480788,H,B,N
1368,6f63ccac-fbfc-11eb-9a96-8c8590480788,H,B,N
1369,6f63ccca-fbfc-11eb-9a96-8c8590480788,H,B,N
1370,6f63cce8-fbfc-11eb-9a96-8c8590480788,H,B,N
1371,6f63cd06-fbfc-11eb-9a96-8c8590480788,H,B,N
1372,6f63cd24-fbfc-11eb-9a96-8c8590480788,H,B,N
1373,6f63cd42-fbfc-11eb-9a96-8c8590480788,H,B,N
1374,6f63cd60-fbfc-11eb-9a96-8c8590480788,H,B,N
1375,6f63cd74-fbfc-11eb-9a96-8c8590480788,H,B,N
1376,6f63cd92-fbfc-11eb-9a96-8c8590480788,H,B,N
